,city,latitude,longitude,name,rank,rating,review_count
0,Boston,42.3484762870602,-71.0854271426797,santouka-back-bay-boston-2,0,4.0,261
1,Boston,42.35097,-71.05715,amateras-boston,1,4.5,57
2,Cambridge,42.3722,-71.11582,hokkaido-ramen-santouka-cambridge-2,2,4.0,750
3,Brookline,42.343347,-71.1234952,ganko-ittetsu-ramen-brookline,3,4.0,343
4,Allston,42.3524485,-71.1254097,pikaichi-allston,4,4.0,547
