,city,latitude,longitude,name,rank,rating,review_count
0,Baltimore,39.2841531080851,-76.5935978293419,kippo-ramen-baltimore,0,4.5,266
1,Baltimore,39.2775395144376,-76.614495953057,mi-and-yu-noodle-bar-baltimore,1,4.0,243
2,Baltimore,39.3280451159583,-76.6166514859833,pekopeko-ramen-baltimore,2,3.5,75
3,Baltimore,39.3639525452055,-76.6083380675535,ejji-ramen-baltimore,3,3.5,214
4,Baltimore,39.2960871105752,-76.6190314259775,mi-and-yu-noodle-bar-baltimore-2,4,3.5,63
