,city,latitude,longitude,name,rank,rating,review_count
0,Cleveland,41.47957,-81.71521,xinji-noodle-bar-cleveland-2,0,3.5,54
1,Cleveland,41.5100783553279,-81.6035645521395,otani-noodle-cleveland-3,1,4.0,122
2,Cleveland,41.5088944,-81.6054489,ninja-city-kitchen-and-bar-cleveland,2,3.5,154
3,Cleveland,41.48721,-81.59165,flying-cranes-cafe-cleveland,3,4.0,57
4,Cleveland,41.4994509,-81.6915759,otani-noodle-cleveland-7,4,4.5,3
