,city,latitude,longitude,name,rank,rating,review_count
0,Coral Gables,25.7499753752716,-80.2608069693115,ichimi-coral-gables,0,4.0,386
1,Miami,25.76832,-80.190789,satsuma-shimuja-miami,1,4.0,164
2,Miami,25.7635371,-80.193277,momi-ramen-miami,2,3.0,539
3,Coral Gables,25.71667,-80.2738,ohho-noodles-market-coral-gables,3,4.0,136
4,Miami Beach,25.79526,-80.12884,k-ramen-burger-beer-miami-beach-5,4,4.0,138
