,city,latitude,longitude,name,rank,rating,review_count
0,Detroit,42.3188863,-83.0743996,johnny-noodle-king-detroit,0,4.0,464
1,Detroit,42.3311424255371,-83.0737609863281,ima-detroit,1,4.5,124
2,Windsor,42.3072,-83.05692,spoon-ramen-restaurant-windsor,2,4.0,7
3,Canton,42.3254911965321,-83.4770928138847,matsuchan-canton,3,4.0,179
4,Detroit,42.3316432369511,-83.0808343566223,takoi-detroit,4,4.0,252
