,city,latitude,longitude,name,rank,rating,review_count
0,Nashville,36.1492099,-86.86406,vn-pho-and-deli-nashville,0,4.5,247
1,Nashville,36.1314824124754,-86.7787323519588,love-peace-and-pho-nashville,1,3.5,288
2,Nashville,36.11308,-86.76655,vuis-kitchen-nashville,2,4.0,169
3,Nashville,36.126985349278,-86.7130845204322,vinh-long-nashville,3,4.0,149
4,Nashville,36.17392,-86.75091,far-east-nashville-nashville,4,4.0,172
